Left Eye Coordinates in Pixels		Right Eye Coordinates in Pixels		Timestamp
696, 558                            601, 503                            1433254653751
694, 563                            601, 507                            1433254653795
692, 568                            600, 511                            1433254653829
690, 573                            599, 516                            1433254653864
684, 572                            293, 285                            1433254653976
683, 576                            389, 383                            1433254654010
681, 579                            445, 433                            1433254654054
688, 578                            510, 446                            1433254654088
835, 468                            764, 431                            1433254654121
834, 469                            763, 438                            1433254654165
832, 467                            752, 439                            1433254654199
831, 466                            764, 436                            1433254654232
833, 470                            762, 436                            1433254654277
832, 471                            762, 434                            1433254654311
832, 471                            759, 433                            1433254654345
833, 466                            761, 428                            1433254654380
833, 462                            763, 424                            1433254654424
833, 459                            764, 421                            1433254654457
833, 456                            766, 418                            1433254654491
834, 454                            765, 415                            1433254654534
834, 453                            763, 413                            1433254654568
833, 452                            762, 411                            1433254654602
831, 451                            760, 410                            1433254654646
830, 451                            759, 408                            1433254654679
829, 450                            758, 407                            1433254654714
828, 449                            756, 405                            1433254654758
827, 449                            754, 405                            1433254654792
826, 448                            755, 404                            1433254654826
825, 448                            753, 404                            1433254654860
824, 447                            753, 403                            1433254654904
822, 447                            752, 402                            1433254654937
821, 447                            752, 402                            1433254654971
820, 447                            750, 401                            1433254655016
550, 335                            479, 270                            1433254655050
520, 298                            427, 208                            1433254655084
511, 297                            441, 207                            1433254655128
511, 299                            449, 212                            1433254655161
511, 299                            450, 215                            1433254655193
509, 300                            451, 216                            1433254655238
633, 267                            602, 186                            1433254655272
827, 220                            763, 180                            1433254655305
829, 225                            765, 181                            1433254655348
828, 225                            762, 184                            1433254655381
830, 225                            759, 183                            1433254655415
830, 226                            768, 182                            1433254655460
826, 236                            798, 174                            1433254655493
971, 223                           1006, 219                            1433254655528
1100, 232                          1091, 234                            1433254655572
1143, 235                          1120, 240                            1433254655606
1165, 238                          1134, 242                            1433254655640
1177, 241                          1144, 242                            1433254655675
1228, 238                          1195, 243                            1433254655720
1228, 258                          1181, 247                            1433254655755
1214, 461                          1168, 423                            1433254655787
1200, 539                          1156, 500                            1433254655832
1193, 581                          1150, 540                            1433254655866
1188, 605                          1145, 568                            1433254655899
1165, 713                          1134, 665                            1433254655943
1176, 707                          1108, 665                            1433254655977
1174, 710                          1106, 666                            1433254656011
1172, 711                          1102, 666                            1433254656044
1131, 722                          1061, 681                            1433254656088
1056, 735                           982, 696                            1433254656121
743, 815                            670, 757                            1433254656165
743, 820                            641, 762                            1433254656198
743, 815                            649, 765                            1433254656232
741, 812                            652, 766                            1433254656276
738, 811                            649, 762                            1433254656310
737, 813                            650, 766                            1433254656344
735, 814                            646, 766                            1433254656387
735, 816                            647, 767                            1433254656421
268, 831                            221, 762                            1433254656456
237, 812                            157, 735                            1433254656489
230, 811                            165, 741                            1433254656532
231, 805                            171, 742                            1433254656565
229, 804                            165, 742                            1433254656599
228, 804                            166, 741                            1433254656643
227, 804                            167, 741                            1433254656676
502, 583                            467, 518                            1433254656720
786, 503                            697, 444                            1433254656754
782, 505                            725, 450                            1433254656788
779, 504                            724, 451                            1433254656833
778, 505                            716, 453                            1433254656867
776, 506                            717, 453                            1433254656900
844, 505                            791, 438                            1433254656935
827, 501                            761, 446                            1433254656979
826, 496                            771, 449                            1433254657012
826, 499                            759, 447                            1433254657048
827, 500                            756, 446                            1433254657082
828, 499                            757, 445                            1433254657127
829, 499                            756, 442                            1433254657162
830, 499                            759, 442                            1433254657196
830, 499                            758, 442                            1433254657230
831, 498                            758, 442                            1433254657275
833, 498                            761, 442                            1433254657309
834, 498                            760, 443                            1433254657343
834, 498                            761, 442                            1433254657377
834, 498                            762, 443                            1433254657421
834, 498                            764, 442                            1433254657453
834, 499                            764, 442                            1433254657498
834, 498                            764, 442                            1433254657532
833, 499                            762, 442                            1433254657565
